ITALY|20/5/2016|6.00|1000|RFV1|146|200|
UAE|20/5/2016|12.00|300|EDC2|200|200|
KSA|20/5/2016|6.00|500|WSX0|185|200|
USA|21/5/2016|12.00|1000|QAZ2|0|200|
ITALY|21/5/2016|6.00|1000|IOP1|0|200|
KSA|21/5/2016|6.00|500|YUI0|0|200|
USA|22/5/2016|12.00|1000|TYU2|30|200|
KSA|22/5/2016|6.00|500|WER0|95|200|
USA|23/5/2016|12.00|1000|QWE2|200|200|
ITALY|23/5/2016|6.00|1000|JKL1|174|200|
UAE|23/5/2016|12.00|300|HJK2|52|200|
KSA|23/5/2016|6.00|500|GHJ0|39|200|
USA|24/5/2016|12.00|1000|FGH2|25|200|
ITALY|24/5/2016|6.00|1000|DFG1|102|200|
USA|25/5/2016|12.00|1000|ZYX2|26|200| 
ITALY|25/5/2016|6.00|1000|UWK1|44|200|
UAE|25/5/2016|12.00|300|CIS2|200|200|
KSA|25/5/2016|6.00|500|FNA0|0|200|
ITALY|26/5/2016|6.00|1000|JKA1|3|200|
UAE|26/5/2016|12.00|300|A1C2|7|200|
KSA|26/5/2016|6.00|500|RAR0|25|200|
USA|27/5/2016|12.00|1000|BIN2|161|200|
ITALY|27/5/2016|6.00|1000|VAN1|34|200|
UAE|27/5/2016|12.00|300|MNO2|105|200|
KSA|27/5/2016|6.00|500|XYZ0|67|200|
USA|28/5/2016|12.00|1000|DTA2|200|200|
UAE|28/5/2016|12.00|300|ARA2|45|200|
KSA|28/5/2016|6.00|500|FFF0|29|200|
USA|29/5/2016|12.00|1000|AAS2|190|200|
ITALY|29/5/2016|6.00|1000|Y4B1|58|200|
ITALY|30/5/2016|6.00|1000|A0O9|0|200|
KSA|30/5/2016|6.00|500|D8V0|33|200|
USA|01/6/2016|12.00|1000|A1A0|197|200|
ITALY|01/6/2016|6.00|1000|A0B1|200|200|
UAE|01/6/2016|12.00|300|A1C2|189|200|
USA|02/6/2016|12.00|1000|C0B2|200|200|
ITALY|02/6/2016|6.00|1000|A2B1|199|200|
UAE|02/6/2016|12.00|300|D0C2|200|200|
USA|03/6/2016|12.00|1000|B0BA|120|200|
UAE|03/6/2016|12.00|300|F1R0|170|200|
KSA|03/6/2016|6.00|500|C2D1|200|200|
USA|04/6/2016|12.00|1000|F1R0|110|200|
ITALY|04/6/2016|6.00|1000|C2B1|96|200|
KSA|04/6/2016|6.00|500 |B0F0|50|200|
USA|05/6/2016|12.00|1000|S2A0|46|200|
KSA|05/6/2016|6.00|500|E0F0|71|200|
USA|06/6/2016|12.00|1000|W1A0|14|200|
ITALY|06/6/2016|6.00|1000|V0B1|0|200|
USA|07/6/2016|12.00|1000|Z1A0|200|200|
ITALY|07/6/2016|6.00|1000|Q0B1|38|200|
UAE|07/6/2016|12.00|300|Y1C2|130|200|
USA|08/6/2016|12.00|1000|A5B0|200|200|
ITALY|08/6/2016|6.00|1000|P0L1|37|200|
UAE|08/6/2016|12.00|300|H1K2|118|200|
KSA|08/6/2016|6.00|500|B6F0|26|200|
USA|09/6/2016|12.00|1000|A1A0|100|200|
ITALY|09/6/2016|6.00|1000|A0B1|200|200|
UAE|09/6/2016|12.00|300|A1C2|132|200|
KSA|09/6/2016|6.00|500|B0F0|36|200|
USA|10/6/2016|12.00|1000|Z2A0|3|200|
ITALY|10/6/2016|6.00|1000|G0J1|31|200|
UAE|10/6/2016|12.00|300|K3C2|97|200|
USA|11/6/2016|12.00|1000|A9B8|160|200|
ITALY|11/6/2016|6.00|1000|A4B7|82|200|
KSA|11/6/2016|6.00|500|B8F9|55|200|
ITALY|12/6/2016|6.00|1000|A0B1|139|200|
UAE|12/6/2016|12.00|300|A1C2|189|200|
KSA|12/6/2016|6.00|500|B0F0|154|200|
ITALY|13/6/2016|6.00|1000|MJU1|28|200|
KSA|13/6/2016|6.00|500|BGT0|42|200|
USA|14/6/2016|12.00|1000|VFR2|130|200|
ITALY|14/6/2016|6.00|1000|CDR1|200|200|
UAE|14/6/2016|12.00|300|DVD2|93|200|
ITALY|15/6/2016|6.00|1000|OOS1|158|200|
UAE|15/6/2016|12.00|300|SPA2|74|200|
KSA|15/6/2016|6.00|500|OOP0|88|200| 
USA|16/6/2016|12.00|1000|BMW2|76|200|
ITALY|16/6/2016|6.00|1000|MBM1|165|200|
UAE|16/6/2016|12.00|300|YJF2|141|200|
KSA|16/6/2016|6.00|500|TXY0|42|200|
USA|17/6/2016|12.00|1000|WTR2|136|200|
UAE|17/6/2016|12.00|300|GAY2|161|200|
USA|18/6/2016|12.00|1000|WEE2|134|200|
ITALY|18/6/2016|6.00|1000|HTM1|65|200|
UAE|18/6/2016|12.00|300|PDF2|97|200|
KSA|18/6/2016|6.00|500|PLM0|22|200|
USA|19/6/2016|12.00|1000|OLP2|13|200|
ITALY|19/6/2016|6.00|1000|IKL1|0|200|
UAE|19/6/2016|12.00|300|UJM2|0|200|
KSA|19/6/2016|6.00|500|YHN0|22|200|
USA|20/6/2016|12.00|1000|TGB2|10|200|
UAE|20/6/2016|12.00|300|EDC2|200|200|
KSA|20/6/2016|6.00|500|WSX0|185|200|
USA|21/6/2016|12.00|1000|QAZ2|0|200|
ITALY|21/6/2016|6.00|1000|IOP1|0|200|
ITALY|22/6/2016|6.00|1000|RTY1|2|200|
UAE|22/6/2016|12.00|300|ERT2|84|200|
KSA|22/6/2016|6.00|500|WER0|95|200|
USA|23/6/2016|12.00|1000|QWE2|200|200|
ITALY|23/6/2016|6.00|1000|JKL1|174|200|
UAE|23/6/2016|12.00|300|HJK2|52|200|
KSA|23/6/2016|6.00|500|GHJ0|39|200|
USA|24/6/2016|12.00|1000|FGH2|25|200|
ITALY|24/6/2016|6.00|1000|DFG1|102|200|
UAE|24/6/2016|12.00|300|SDF2|99|200|
KSA|24/6/2016|6.00|500|ASD0|73|200|
USA|25/6/2016|12.00|1000|ZYX2|26|200| 
ITALY|25/6/2016|6.00|1000|UWK1|44|200|
UAE|25/6/2016|12.00|300|CIS2|200|200|
ITALY|26/6/2016|6.00|1000|JKA1|3|200|
UAE|26/6/2016|12.00|300|A1C2|7|200|
KSA|26/6/2016|6.00|500|RAR0|25|200|
USA|27/6/2016|12.00|1000|BIN2|161|200|
ITALY|27/6/2016|6.00|1000|VAN1|34|200|
KSA|27/6/2016|6.00|500|XYZ0|67|200|
USA|28/6/2016|12.00|1000|DTA2|200|200|
UAE|28/6/2016|12.00|300|ARA2|45|200|
KSA|28/6/2016|6.00|500|FFF0|29|200|
USA|29/6/2016|12.00|1000|AAS2|190|200|
UAE|29/6/2016|12.00|300|X5C2|97|200|
KSA|29/6/2016|6.00|500|Y3X3|61|200|
USA|30/6/2016|12.00|1000|W2R3|100|200|
UAE|30/6/2016|12.00|300|J5C9|200|200|
KSA|30/6/2016|6.00|500|D8V0|33|200|
USA|01/7/2016|12.00|1000|A1A0|197|200|
ITALY|01/7/2016|6.00|1000|A0B1|200|200|
UAE|01/7/2016|12.00|300|A1C2|189|200|
KSA|01/7/2016|6.00|500|B0F0|200|200|
ITALY|02/7/2016|6.00|1000|A2B1|199|200|
KSA|02/7/2016|6.00|500|B0C1|200|200|
USA|03/7/2016|12.00|1000|B0BA|120|200|
ITALY|03/7/2016|6.00|1000|A1E2|186|200|
UAE|03/7/2016|12.00|300|F1R0|170|200|
KSA|03/7/2016|6.00|500|C2D1|200|200|
USA|04/7/2016|12.00|1000|F1R0|110|200|
ITALY|04/7/2016|6.00|1000|C2B1|96|200|
USA|05/7/2016|12.00|1000|S2A0|46|200|
ITALY|05/7/2016|6.00|1000|D0B1|85|200|
UAE|05/7/2016|12.00|300|G1C2|32|200|
KSA|05/7/2016|6.00|500|E0F0|71|200|
USA|06/7/2016|12.00|1000|W1A0|14|200|
ITALY|06/7/2016|6.00|1000|V0B1|0|200|
KSA|06/7/2016|6.00|500|M0F0|160|200|
USA|07/7/2016|12.00|1000|Z1A0|200|200|
ITALY|07/7/2016|6.00|1000|Q0B1|38|200|
USA|08/7/2016|12.00|1000|A5B0|200|200|
ITALY|08/7/2016|6.00|1000|P0L1|37|200|
USA|09/7/2016|12.00|1000|A1A0|100|200|
UAE|09/7/2016|12.00|300 |A1C2|132|200|
KSA|09/7/2016|6.00|500|B0F0|36|200|
USA|10/7/2016|12.00|1000|Z2A0|3|200|
UAE|10/7/2016|12.00|300|K3C2|97|200|
ITALY|11/7/2016|6.00|1000|A4B7|82|200|
UAE|11/7/2016|12.00|300|Z2C2|49|200|
USA|12/7/2016|12.00|1000|A1S2|169|200|
ITALY|12/7/2016|6.00|1000|A0B1|139|200|
KSA|12/7/2016|6.00|500|B0F0|154|200|
ITALY|13/7/2016|6.00|1000|MJU1|28|200|
KSA|13/7/2016|6.00|500|BGT0|42|200|
USA|14/7/2016|12.00|1000|VFR2|130|200|
ITALY|14/7/2016|6.00|1000|CDR1|200|200|
KSA|14/7/2016|6.00|500|CVC0|121|200|
ITALY|15/7/2016|6.00|1000|OOS1|158|200|
UAE|15/7/2016|12.00|300|SPA2|74|200|
KSA|15/7/2016|6.00|500|OOP0|88|200| 
USA|16/7/2016|12.00|1000|BMW2|76|200|
UAE|16/7/2016|12.00|300|YJF2|141|200|
KSA|16/7/2016|6.00|500|TXY0|42|200|
USA|17/7/2016|12.00|1000|WTR2|136|200|
UAE|17/7/2016|12.00|300|GAY2|161|200|
USA|18/7/2016|12.00|1000|WEE2|134|200|
ITALY|18/7/2016|6.00|1000|HTM1|65|200|
KSA|18/7/2016|6.00|500|PLM0|22|200|
USA|19/7/2016|12.00|1000|OLP2|13|200|
ITALY|19/7/2016|6.00|1000|IKL1|0|200|
UAE|19/7/2016|12.00|300|UJM2|0|200|
KSA|19/7/2016|6.00|500|YHN0|22|200|
ITALY|20/7/2016|6.00|1000|RFV1|146|200|
UAE|20/7/2016|12.00|300|EDC2|200|200|
ITALY|21/7/2016|6.00|1000|IOP1|0|200|
UAE|21/7/2016|12.00|300|UIO2|0|200|
KSA|21/7/2016|6.00|500|YUI0|0|200|
USA|22/7/2016|12.00|1000|TYU2|30|200|
ITALY|22/7/2016|6.00|1000|RTY1|2|200|
KSA|22/7/2016|6.00|500|WER0|95|200|
USA|23/7/2016|12.00|1000|QWE2|200|200|
ITALY|23/7/2016|6.00|1000|JKL1|174|200|
UAE|23/7/2016|12.00|300|HJK2|52|200|
KSA|23/7/2016|6.00|500|GHJ0|39|200|
USA|24/7/2016|12.00|1000|FGH2|25|200|
UAE|24/7/2016|12.00|300|SDF2|99|200|
KSA|24/7/2016|6.00|500|ASD0|73|200|
USA|25/7/2016|12.00|1000|ZYX2|26|200| 
ITALY|25/7/2016|6.00|1000|UWK1|44|200|
KSA|25/7/2016|6.00|500|FNA0|0|200|
USA|26/7/2016|12.00|1000|LDA2|0|200|
ITALY|26/7/2016|6.00|1000|JKA1|3|200|
UAE|26/7/2016|12.00|300|A1C2|7|200|
KSA|26/7/2016|6.00|500|RAR0|25|200|
UAE|27/7/2016|12.00|300|MNO2|105|200|
KSA|27/7/2016|6.00|500|XYZ0|67|200|
USA|28/7/2016|12.00|1000|DTA2|200|200|
ITALY|28/7/2016|6.00|1000|TNT1|74|200|
UAE|28/7/2016|12.00|300|ARA2|45|200|
KSA|28/7/2016|6.00|500|FFF0|29|200|
USA|29/7/2016|12.00|1000|AAS2|190|200|
ITALY|29/7/2016|6.00|1000|Y4B1|58|200|
UAE|29/7/2016|12.00|300|X5C2|97|200|
KSA|29/7/2016|6.00|500|Y3X3|61|200|
USA|30/7/2016|12.00|1000|W2R3|100|200|
ITALY|30/7/2016|6.00|1000|A0O9|0|200|
UAE|30/7/2016|12.00|300|J5C9|200|200|
